-1.000e+00 -1.107e+00 1.157e+00
-9.798e-01 -1.092e+00 1.139e+00
-9.596e-01 -1.077e+00 1.121e+00
-9.394e-01 -1.061e+00 1.104e+00
-9.192e-01 -1.046e+00 1.088e+00
-8.990e-01 -1.031e+00 1.072e+00
-8.788e-01 -1.015e+00 1.057e+00
-8.586e-01 -9.996e-01 1.043e+00
-8.384e-01 -9.841e-01 1.029e+00
-8.182e-01 -9.686e-01 1.015e+00
-7.980e-01 -9.531e-01 1.002e+00
-7.778e-01 -9.375e-01 9.901e-01
-7.576e-01 -9.219e-01 9.783e-01
-7.374e-01 -9.064e-01 9.668e-01
-7.172e-01 -8.908e-01 9.558e-01
-6.970e-01 -8.752e-01 9.452e-01
-6.768e-01 -8.597e-01 9.350e-01
-6.566e-01 -8.442e-01 9.252e-01
-6.364e-01 -8.287e-01 9.157e-01
-6.162e-01 -8.132e-01 9.065e-01
-5.960e-01 -7.977e-01 8.976e-01
-5.758e-01 -7.822e-01 8.891e-01
-5.556e-01 -7.668e-01 8.808e-01
-5.354e-01 -7.514e-01 8.728e-01
-5.152e-01 -7.360e-01 8.651e-01
-4.949e-01 -7.207e-01 8.575e-01
-4.747e-01 -7.053e-01 8.503e-01
-4.545e-01 -6.900e-01 8.432e-01
-4.343e-01 -6.747e-01 8.363e-01
-4.141e-01 -6.595e-01 8.297e-01
-3.939e-01 -6.443e-01 8.232e-01
-3.737e-01 -6.291e-01 8.169e-01
-3.535e-01 -6.139e-01 8.108e-01
-3.333e-01 -5.987e-01 8.048e-01
-3.131e-01 -5.836e-01 7.990e-01
-2.929e-01 -5.685e-01 7.933e-01
-2.727e-01 -5.534e-01 7.877e-01
-2.525e-01 -5.383e-01 7.823e-01
-2.323e-01 -5.232e-01 7.770e-01
-2.121e-01 -5.081e-01 7.718e-01
-1.919e-01 -4.931e-01 7.667e-01
-1.717e-01 -4.780e-01 7.617e-01
-1.515e-01 -4.630e-01 7.568e-01
-1.313e-01 -4.479e-01 7.520e-01
-1.111e-01 -4.329e-01 7.473e-01
-9.091e-02 -4.178e-01 7.426e-01
-7.071e-02 -4.028e-01 7.381e-01
-5.051e-02 -3.877e-01 7.336e-01
-3.030e-02 -3.726e-01 7.292e-01
-1.010e-02 -3.576e-01 7.248e-01
1.010e-02 -3.424e-01 7.205e-01
3.030e-02 -3.273e-01 7.162e-01
5.051e-02 -3.122e-01 7.120e-01
7.071e-02 -2.970e-01 7.079e-01
9.091e-02 -2.818e-01 7.038e-01
1.111e-01 -2.666e-01 6.997e-01
1.313e-01 -2.514e-01 6.957e-01
1.515e-01 -2.361e-01 6.917e-01
1.717e-01 -2.208e-01 6.878e-01
1.919e-01 -2.054e-01 6.839e-01
2.121e-01 -1.900e-01 6.800e-01
2.323e-01 -1.746e-01 6.761e-01
2.525e-01 -1.591e-01 6.723e-01
2.727e-01 -1.436e-01 6.684e-01
2.929e-01 -1.281e-01 6.646e-01
3.131e-01 -1.125e-01 6.608e-01
3.333e-01 -9.684e-02 6.570e-01
3.535e-01 -8.115e-02 6.532e-01
3.737e-01 -6.541e-02 6.494e-01
3.939e-01 -4.963e-02 6.455e-01
4.141e-01 -3.381e-02 6.417e-01
4.343e-01 -1.794e-02 6.378e-01
4.545e-01 -2.019e-03 6.340e-01
4.747e-01 1.394e-02 6.300e-01
4.949e-01 2.995e-02 6.261e-01
5.152e-01 4.599e-02 6.221e-01
5.354e-01 6.207e-02 6.181e-01
5.556e-01 7.820e-02 6.140e-01
5.758e-01 9.435e-02 6.098e-01
5.960e-01 1.105e-01 6.056e-01
6.162e-01 1.268e-01 6.013e-01
6.364e-01 1.430e-01 5.969e-01
6.566e-01 1.593e-01 5.925e-01
6.768e-01 1.755e-01 5.879e-01
6.970e-01 1.918e-01 5.832e-01
7.172e-01 2.081e-01 5.783e-01
7.374e-01 2.244e-01 5.734e-01
7.576e-01 2.407e-01 5.683e-01
7.778e-01 2.570e-01 5.630e-01
7.980e-01 2.733e-01 5.575e-01
8.182e-01 2.895e-01 5.519e-01
8.384e-01 3.057e-01 5.461e-01
8.586e-01 3.219e-01 5.400e-01
8.788e-01 3.380e-01 5.337e-01
8.990e-01 3.541e-01 5.272e-01
9.192e-01 3.701e-01 5.204e-01
9.394e-01 3.860e-01 5.133e-01
9.596e-01 4.018e-01 5.060e-01
9.798e-01 4.175e-01 4.983e-01
1.000e+00 4.332e-01 4.902e-01
