-1.000e+00 -1.302e+00 1.078e+00
-9.798e-01 -1.269e+00 1.060e+00
-9.596e-01 -1.236e+00 1.043e+00
-9.394e-01 -1.204e+00 1.026e+00
-9.192e-01 -1.173e+00 1.010e+00
-8.990e-01 -1.142e+00 9.939e-01
-8.788e-01 -1.112e+00 9.786e-01
-8.586e-01 -1.082e+00 9.637e-01
-8.384e-01 -1.052e+00 9.494e-01
-8.182e-01 -1.024e+00 9.355e-01
-7.980e-01 -9.952e-01 9.220e-01
-7.778e-01 -9.673e-01 9.090e-01
-7.576e-01 -9.399e-01 8.963e-01
-7.374e-01 -9.129e-01 8.841e-01
-7.172e-01 -8.864e-01 8.722e-01
-6.970e-01 -8.602e-01 8.607e-01
-6.768e-01 -8.346e-01 8.495e-01
-6.566e-01 -8.093e-01 8.387e-01
-6.364e-01 -7.844e-01 8.282e-01
-6.162e-01 -7.598e-01 8.180e-01
-5.960e-01 -7.357e-01 8.081e-01
-5.758e-01 -7.118e-01 7.984e-01
-5.556e-01 -6.884e-01 7.891e-01
-5.354e-01 -6.652e-01 7.800e-01
-5.152e-01 -6.424e-01 7.712e-01
-4.949e-01 -6.198e-01 7.626e-01
-4.747e-01 -5.976e-01 7.543e-01
-4.545e-01 -5.756e-01 7.462e-01
-4.343e-01 -5.539e-01 7.383e-01
-4.141e-01 -5.324e-01 7.306e-01
-3.939e-01 -5.112e-01 7.231e-01
-3.737e-01 -4.902e-01 7.159e-01
-3.535e-01 -4.694e-01 7.088e-01
-3.333e-01 -4.488e-01 7.019e-01
-3.131e-01 -4.283e-01 6.951e-01
-2.929e-01 -4.081e-01 6.885e-01
-2.727e-01 -3.880e-01 6.821e-01
-2.525e-01 -3.681e-01 6.759e-01
-2.323e-01 -3.483e-01 6.698e-01
-2.121e-01 -3.286e-01 6.638e-01
-1.919e-01 -3.091e-01 6.580e-01
-1.717e-01 -2.896e-01 6.523e-01
-1.515e-01 -2.703e-01 6.467e-01
-1.313e-01 -2.510e-01 6.413e-01
-1.111e-01 -2.318e-01 6.359e-01
-9.091e-02 -2.126e-01 6.307e-01
-7.071e-02 -1.935e-01 6.256e-01
-5.051e-02 -1.744e-01 6.206e-01
-3.030e-02 -1.554e-01 6.157e-01
-1.010e-02 -1.363e-01 6.109e-01
1.010e-02 -1.173e-01 6.062e-01
3.030e-02 -9.820e-02 6.015e-01
5.051e-02 -7.911e-02 5.970e-01
7.071e-02 -5.999e-02 5.925e-01
9.091e-02 -4.082e-02 5.881e-01
1.111e-01 -2.160e-02 5.837e-01
1.313e-01 -2.309e-03 5.794e-01
1.515e-01 1.705e-02 5.752e-01
1.717e-01 3.650e-02 5.711e-01
1.919e-01 5.604e-02 5.669e-01
2.121e-01 7.569e-02 5.629e-01
2.323e-01 9.545e-02 5.588e-01
2.525e-01 1.153e-01 5.548e-01
2.727e-01 1.353e-01 5.509e-01
2.929e-01 1.555e-01 5.469e-01
3.131e-01 1.758e-01 5.430e-01
3.333e-01 1.963e-01 5.391e-01
3.535e-01 2.169e-01 5.352e-01
3.737e-01 2.377e-01 5.313e-01
3.939e-01 2.587e-01 5.275e-01
4.141e-01 2.799e-01 5.236e-01
4.343e-01 3.012e-01 5.196e-01
4.545e-01 3.228e-01 5.157e-01
4.747e-01 3.446e-01 5.117e-01
4.949e-01 3.666e-01 5.078e-01
5.152e-01 3.889e-01 5.037e-01
5.354e-01 4.113e-01 4.996e-01
5.556e-01 4.341e-01 4.955e-01
5.758e-01 4.570e-01 4.913e-01
5.960e-01 4.802e-01 4.870e-01
6.162e-01 5.037e-01 4.826e-01
6.364e-01 5.274e-01 4.782e-01
6.566e-01 5.514e-01 4.736e-01
6.768e-01 5.757e-01 4.689e-01
6.970e-01 6.002e-01 4.641e-01
7.172e-01 6.250e-01 4.592e-01
7.374e-01 6.501e-01 4.541e-01
7.576e-01 6.755e-01 4.489e-01
7.778e-01 7.012e-01 4.435e-01
7.980e-01 7.272e-01 4.379e-01
8.182e-01 7.534e-01 4.321e-01
8.384e-01 7.800e-01 4.261e-01
8.586e-01 8.069e-01 4.199e-01
8.788e-01 8.341e-01 4.135e-01
8.990e-01 8.615e-01 4.068e-01
9.192e-01 8.893e-01 3.999e-01
9.394e-01 9.174e-01 3.926e-01
9.596e-01 9.458e-01 3.851e-01
9.798e-01 9.745e-01 3.772e-01
1.000e+00 1.004e+00 3.690e-01
