-7.462e-01 -9.008e-01 1.000e+00
8.048e-01 2.724e-01 5.620e-01
8.799e-01 3.841e-01 4.443e-01
4.760e-01 2.695e-02 6.284e-01
6.845e-01 1.885e-01 5.846e-01
4.526e-01 9.180e-03 6.327e-01
3.190e-01 -9.528e-02 6.577e-01
-3.559e-01 -6.311e-01 8.141e-01
5.301e-01 6.568e-02 6.178e-01
-4.375e-01 -6.917e-01 8.308e-01
6.570e-01 1.625e-01 5.924e-01
7.867e-01 2.554e-01 5.673e-01
7.300e-01 2.217e-01 5.745e-01
-3.353e-01 -6.145e-01 8.086e-01
7.828e-01 2.649e-01 5.647e-01
7.635e-01 2.432e-01 5.696e-01
8.549e-01 3.154e-01 5.493e-01
7.682e-01 2.371e-01 5.715e-01
5.135e-01 5.847e-02 6.191e-01
-2.240e-01 -5.288e-01 7.803e-01
-3.703e-01 -6.451e-01 8.178e-01
-7.264e-02 -4.123e-01 7.436e-01
1.473e-02 -3.441e-01 7.241e-01
6.418e-01 1.442e-01 5.979e-01
5.952e-01 1.220e-01 6.024e-01
4.497e-02 -3.211e-01 7.180e-01
9.128e-01 3.509e-01 5.365e-01
5.929e-01 9.125e-02 6.113e-01
-3.973e-01 -6.638e-01 8.231e-01
3.622e-01 -6.435e-02 6.504e-01
1.520e-01 -2.376e-01 6.959e-01
-1.048e-01 -4.334e-01 7.502e-01
9.044e-02 -2.845e-01 7.086e-01
6.140e-01 1.309e-01 5.999e-01
8.238e-01 2.851e-01 5.580e-01
7.291e-01 2.119e-01 5.785e-01
-7.946e-02 -4.185e-01 7.459e-01
4.697e-01 2.060e-02 6.303e-01
1.610e-01 -2.286e-01 6.928e-01
6.711e-01 1.799e-01 5.866e-01
-1.247e-01 -4.503e-01 7.554e-01
8.812e-01 3.323e-01 5.438e-01
1.774e-01 -2.145e-01 6.885e-01
-2.089e-01 -5.126e-01 7.744e-01
-2.854e-01 -5.792e-01 7.993e-01
-4.274e-01 -6.839e-01 8.283e-01
2.185e-01 -1.759e-01 6.779e-01
5.506e-01 8.391e-02 6.130e-01
4.441e-01 3.709e-04 6.346e-01
2.985e-01 -1.168e-01 6.635e-01
4.231e-01 -1.523e-02 6.358e-01
3.278e-01 -8.779e-02 6.559e-01
-3.255e-01 -5.971e-01 8.047e-01
-4.176e-02 -3.848e-01 7.352e-01
4.161e-01 -2.475e-02 6.378e-01
6.073e-01 1.078e-01 6.073e-01
2.379e-01 -1.613e-01 6.743e-01
-3.832e-01 -6.519e-01 8.215e-01
8.712e-01 3.259e-01 5.461e-01
-2.560e-01 -5.544e-01 7.901e-01
5.188e-02 -3.074e-01 7.127e-01
2.606e-01 -1.448e-01 6.708e-01
-5.412e-02 -3.993e-01 7.396e-01
6.299e-01 1.533e-01 5.943e-01
-3.487e-01 -6.205e-01 8.113e-01
-1.921e-01 -5.008e-01 7.709e-01
7.081e-02 -2.919e-01 7.100e-01
-2.919e-02 -3.738e-01 7.317e-01
-9.636e-02 -4.261e-01 7.485e-01
9.026e-01 3.449e-01 5.389e-01
-3.392e-01 -6.066e-01 8.080e-01
1.107e-01 -2.694e-01 7.046e-01
8.226e-01 2.917e-01 5.549e-01
-1.151e-01 -4.404e-01 7.533e-01
-3.534e-03 -3.512e-01 7.260e-01
5.255e-01 7.801e-02 6.140e-01
2.268e-02 -3.325e-01 7.204e-01
-1.794e-01 -4.925e-01 7.688e-01
9.065e-01 3.701e-01 5.203e-01
1.921e-01 -1.998e-01 6.837e-01
-2.938e-01 -5.685e-01 7.965e-01
-2.503e-01 -5.459e-01 7.866e-01
-4.092e-01 -6.718e-01 8.250e-01
5.219e-01 4.564e-02 6.226e-01
-2.418e-01 -5.380e-01 7.834e-01
-3.061e-01 -5.898e-01 8.025e-01
1.249e-01 -2.561e-01 7.000e-01
7.285e-01 2.058e-01 5.807e-01
3.456e-01 -7.630e-02 6.519e-01
4.384e-01 -7.948e-03 6.352e-01
-1.272e-02 -3.588e-01 7.294e-01
-1.579e-01 -4.648e-01 7.592e-01
5.807e-01 9.889e-02 6.085e-01
8.446e-01 3.068e-01 5.522e-01
2.797e-01 -1.302e-01 6.668e-01
3.803e-01 -4.795e-02 6.451e-01
4.023e-01 -3.518e-02 6.402e-01
2.092e-01 -1.900e-01 6.824e-01
-1.659e-01 -4.802e-01 7.653e-01
1.425e-01 -2.455e-01 6.985e-01
